PosX, PosY
5,19
14,14
19,9
7,0
4,2
15,4
8,13
15,6
2,3
1,3
11,14
10,6
11,6
1,0
13,7
12,0
2,4
1,13
4,7
13,13
13,8
3,7
4,0
1,6
18,1
2,12
2,1
0,11
9,6
9,7
15,3
18,10
0,4
17,1
1,9
13,0
0,0
2,5
9,15
