PosX, PosY
18,2
17,1
12,0
15,6
8,15
3,11
2,17
10,3
7,0
19,9
12,4
13,7
4,7
13,3
17,9
16,17
12,16
0,4
6,19
15,10
7,18
13,13
3,7
8,13
13,8
5,19
12,12
2,7
6,13
5,12
1,6
13,9
19,6
15,4
1,0
11,14
13,0
15,3
2,12
18,10
14,3
9,15
