PosX, PosY
1,0
0,0
1,9
10,3
13,0
17,9
19,6
13,13
13,8
15,3
4,2
13,9
19,16
19,13
12,16
3,11
2,12
4,7
10,10
15,4
19,9
15,6
5,19
18,1
14,14
13,7
6,19
12,0
11,14
7,18
3,7
5,12
18,10
8,13
12,12
6,13
17,1
19,17
9,15
