PosX, PosY
1,0
0,0
7,0
14,14
3,7
13,7
13,0
19,17
8,13
13,8
19,16
15,3
17,9
16,17
11,14
12,0
5,12
15,6
19,13
1,6
6,13
15,10
17,17
1,13
5,8
8,19
12,12
2,12
17,1
13,13
10,3
4,7
3,19
19,6
17,15
9,15
