PosX, PosY
5,4
4,4
13,7
17,17
12,0
15,3
16,17
8,13
6,19
7,3
13,8
8,19
16,13
7,17
11,14
4,2
6,13
1,9
5,19
19,16
18,1
7,14
3,7
19,13
15,6
19,6
17,13
19,17
14,14
13,0
17,1
10,3
2,17
13,13
19,9
8,15
17,15
9,15
