PosX, PosY
1,0
0,0
15,6
14,16
1,19
15,10
16,17
0,11
18,2
19,6
3,19
2,17
17,17
1,13
19,16
17,15
13,0
0,14
13,8
1,18
8,13
13,7
6,19
4,2
19,17
1,9
19,2
18,1
10,3
13,13
2,12
12,0
14,14
5,19
10,10
11,14
9,15
