PosX, PosY
17,1
18,1
15,3
2,12
7,0
8,13
0,0
6,13
19,9
3,7
17,9
19,13
13,0
13,8
7,14
14,14
4,7
19,6
10,3
6,19
18,10
9,16
13,13
7,18
16,17
15,4
1,0
1,6
11,14
5,12
0,4
19,17
17,13
8,15
15,6
1,9
12,0
9,15
