PosX, PosY
18,10
19,9
13,13
8,19
5,19
7,18
19,13
19,16
0,11
12,12
11,14
1,9
6,4
4,2
10,3
14,14
12,0
1,6
3,11
18,1
13,0
17,13
19,6
3,7
9,16
15,4
2,7
15,3
19,17
13,9
2,17
6,13
5,12
13,7
13,8
0,4
9,15
