PosX, PosY
18,1
18,3
18,10
17,13
19,17
14,16
12,16
17,15
7,18
10,3
6,19
15,6
12,12
11,14
16,17
8,13
5,12
17,9
16,13
19,16
6,13
14,14
15,10
19,9
12,0
17,17
19,13
10,6
15,3
4,2
13,0
5,19
13,13
9,15
