PosX, PosY
1,0
0,0
13,8
12,0
10,3
1,9
19,16
11,14
15,3
1,6
0,4
13,0
14,14
13,7
8,19
16,17
15,4
19,9
19,17
4,7
0,11
7,0
14,16
17,17
5,12
15,6
12,16
13,9
4,2
1,3
13,13
18,1
8,15
17,15
17,1
2,12
6,19
19,6
9,15
