PosX, PosY
17,1
18,2
18,3
17,4
16,5
15,4
14,3
13,3
12,4
13,6
13,7
12,8
13,9
15,10
16,13
17,13
14,14
1,9
8,13
13,8
12,16
13,0
4,7
2,4
12,0
15,6
2,5
19,16
19,17
2,3
14,16
8,19
3,7
1,3
17,15
19,13
16,17
2,12
10,10
19,9
0,0
18,10
17,17
10,3
15,3
0,4
0,11
6,13
7,3
17,9
1,0
13,13
7,0
5,12
9,15
